time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20150117:1700,11.2,55.23,0,0,0,278.15,1.09,304,100346
20150117:1800,10.32,58.25,0,0,0,277.35,1.66,305,100383
20150117:1900,9.45,61.28,0,0,0,276.55,2.22,305,100419
20150117:2000,8.57,64.3,0,0,0,275.75,2.79,306,100455
20150117:2100,8.35,67.39,0,0,0,273.53,3.37,309,100471
20150117:2200,8.13,70.47,0,0,0,271.32,3.96,312,100488
20150117:2300,7.91,73.56,0,0,0,269.1,4.55,315,100504
20150118:0000,7.57,74.81,0,0,0,268.82,4.27,315,100471
20150118:0100,7.23,76.07,0,0,0,268.53,3.99,314,100439
20150118:0200,6.89,77.32,0,0,0,268.25,3.71,314,100406
20150118:0300,6.35,79.71,0,0,0,267.28,4.07,311,100419
20150118:0400,5.81,82.1,0,0,0,266.32,4.44,308,100432
20150118:0500,5.27,84.49,0,0,0,265.35,4.8,305,100445
20150118:0600,5.84,78.24,0,0,0,264.45,4.82,304,100491
20150118:0700,6.41,72,49,102.17,39,263.55,4.84,302,100537
20150118:0800,6.98,65.75,260,660.18,77,262.65,4.86,301,100583
20150118:0900,8.4,58.73,426,737.15,113,266.07,5.26,297,100544
20150118:1000,9.82,51.72,561,837.61,117,269.48,5.66,294,100504
20150118:1100,11.24,44.7,607,760.55,161,272.9,6.06,290,100465
20150118:1200,11.85,42.59,634,864.73,124,273.15,5.88,283,100396
20150118:1300,12.45,40.47,560,781.57,138,273.4,5.71,277,100327
20150118:1400,13.05,38.36,436,704.07,126,273.65,5.53,271,100258
20150118:1500,12.09,41.91,170,97.43,141,273.28,4.58,267,100271
20150118:1600,11.12,45.46,71,180.79,49,272.92,3.63,264,100284
20150118:1700,10.15,49.01,0,0,0,272.55,2.68,260,100297
20150118:1800,9.62,50.95,0,0,0,278.77,2.66,250,100300
20150118:1900,9.09,52.9,0,0,0,284.98,2.65,240,100304
20150118:2000,8.55,54.84,0,0,0,291.2,2.63,230,100307
20150118:2100,8.52,54.8,0,0,0,292.82,3.13,225,100277
20150118:2200,8.48,54.77,0,0,0,294.43,3.63,220,100248
20150118:2300,8.44,54.73,0,0,0,296.05,4.12,215,100218
20150119:0000,7.96,51.33,0,0,0,290.72,3.95,215,100176
20150119:0100,7.47,47.92,0,0,0,285.38,3.77,214,100133
20150119:0200,6.99,44.52,0,0,0,280.05,3.6,214,100090
20150119:0300,6.37,44.46,0,0,0,274.75,3.66,212,100054
20150119:0400,5.75,44.39,0,0,0,269.45,3.72,211,100018
20150119:0500,5.13,44.33,0,0,0,264.15,3.78,209,99982
20150119:0600,5.88,40.74,0,0,0,266.72,3.9,207,99982
20150119:0700,6.63,37.14,48,100.91,38,269.28,4.02,206,99982
20150119:0800,7.38,33.55,73,0,73,271.85,4.14,204,99982
20150119:0900,8.76,29.59,392,541.49,161,274.63,4.72,210,99926
20150119:1000,10.14,25.64,504,570.94,200,277.42,5.31,216,99870
20150119:1100,11.52,21.68,453,254.61,303,280.2,5.89,222,99814
20150119:1200,12.26,21.19,477,301.96,298,280.13,5.25,221,99751
20150119:1300,12.99,20.69,552,727.22,157,280.07,4.6,219,99689
20150119:1400,13.72,20.2,253,76.64,219,280,3.96,218,99627
20150119:1500,12.45,22.89,203,192.7,145,281.07,3.46,214,99620
20150119:1600,11.18,25.57,62,88.04,51,282.13,2.97,210,99613
20150119:1700,9.91,28.26,0,0,0,283.2,2.47,206,99607
20150119:1800,8.98,32.45,0,0,0,283.25,2.81,192,99620
20150119:1900,8.06,36.64,0,0,0,283.3,3.16,178,99633
20150119:2000,7.13,40.83,0,0,0,283.35,3.5,163,99646
20150119:2100,7.05,43.78,0,0,0,280.72,3.33,143,99617
20150119:2200,6.96,46.74,0,0,0,278.08,3.16,123,99587
20150119:2300,6.88,49.69,0,0,0,275.45,2.99,103,99558
20150120:0000,6.3,50.43,0,0,0,275.45,2.4,74,99577
20150120:0100,5.72,51.17,0,0,0,275.45,1.82,46,99597
20150120:0200,5.15,51.91,0,0,0,275.45,1.23,17,99617
20150120:0300,4.54,52.15,0,0,0,272.2,1.75,24,99600
20150120:0400,3.93,52.38,0,0,0,268.95,2.28,30,99584
20150120:0500,3.32,52.62,0,0,0,265.7,2.8,37,99567
20150120:0600,4.32,49.36,0,0,0,265.42,2.87,54,99604
20150120:0700,5.31,46.11,53,129.47,40,265.13,2.95,72,99640
20150120:0800,6.3,42.85,277,791.48,55,264.85,3.02,89,99676
20150120:0900,8.19,38.07,450,863.09,80,269.6,3.67,136,99643
20150120:1000,10.08,33.28,572,869.28,107,274.35,4.33,183,99610
20150120:1100,11.96,28.5,616,777.09,156,279.1,4.98,229,99577
20150120:1200,12.76,28.43,644,882.72,118,280.78,5.2,236,99561
20150120:1300,13.55,28.35,573,814.34,128,282.47,5.43,243,99544
20150120:1400,14.34,28.28,448,733.73,120,284.15,5.66,249,99528
20150120:1500,13.07,33.13,179,108.42,146,280.12,4.87,248,99564
20150120:1600,11.8,37.98,67,116.97,52,276.08,4.09,247,99600
20150120:1700,10.53,42.83,0,0,0,272.05,3.31,246,99636
20150120:1800,9.54,46.19,0,0,0,270.93,3.36,241,99663
20150120:1900,8.55,49.54,0,0,0,269.82,3.41,235,99689
20150120:2000,7.56,52.9,0,0,0,268.7,3.46,230,99715
20150120:2100,7.15,55.71,0,0,0,267.23,3.19,229,99725
20150120:2200,6.74,58.53,0,0,0,265.77,2.91,228,99735
20150120:2300,6.34,61.34,0,0,0,264.3,2.63,227,99745
20150121:0000,5.81,61.94,0,0,0,263.33,2.64,219,99761
20150121:0100,5.29,62.55,0,0,0,262.37,2.64,211,99778
20150121:0200,4.77,63.15,0,0,0,261.4,2.65,203,99794
20150121:0300,4.17,65.54,0,0,0,260.35,2.34,206,99804
20150121:0400,3.56,67.94,0,0,0,259.3,2.02,210,99814
20150121:0500,2.96,70.33,0,0,0,258.25,1.71,213,99824
20150121:0600,4.27,64.21,0,0,0,259.6,1.51,218,99876
20150121:0700,5.58,58.09,49,88.39,40,260.95,1.31,222,99929
20150121:0800,6.89,51.97,258,605.79,87,262.3,1.12,226,99982
20150121:0900,9.08,46.52,433,740.35,114,267.72,1.09,232,99949
20150121:1000,11.26,41.07,563,811.18,127,273.13,1.06,237,99916
20150121:1100,13.44,35.62,620,776.67,158,278.55,1.03,243,99883
20150121:1200,13.94,34.54,641,853.01,130,279.58,1.37,241,99853
20150121:1300,14.43,33.47,568,771.18,144,280.62,1.7,238,99824
20150121:1400,14.92,32.39,445,694.82,132,281.65,2.03,236,99794
20150121:1500,13.48,36.87,175,94.21,146,278.07,1.94,236,99814
20150121:1600,12.03,41.35,67,98.8,54,274.48,1.85,235,99834
20150121:1700,10.58,45.83,0,0,0,270.9,1.77,235,99853
20150121:1800,9.78,48.39,0,0,0,270.65,2.35,232,99880
20150121:1900,8.99,50.95,0,0,0,270.4,2.94,230,99906
20150121:2000,8.19,53.51,0,0,0,270.15,3.53,227,99932
20150121:2100,8.15,53.81,0,0,0,270.07,4.06,230,99896
20150121:2200,8.1,54.12,0,0,0,269.98,4.58,232,99860
20150121:2300,8.06,54.42,0,0,0,269.9,5.1,235,99824
20150122:0000,7.94,54.45,0,0,0,271.38,4.8,238,99791
20150122:0100,7.83,54.48,0,0,0,272.87,4.49,241,99758
20150122:0200,7.72,54.51,0,0,0,274.35,4.18,244,99725
20150122:0300,7.17,57.1,0,0,0,271.27,4.8,246,99712
20150122:0400,6.63,59.69,0,0,0,268.18,5.43,249,99699
20150122:0500,6.08,62.28,0,0,0,265.1,6.06,251,99686
20150122:0600,6.84,58.2,0,0,0,263.68,6.42,251,99722
20150122:0700,7.6,54.12,50,96.78,40,262.27,6.79,251,99758
20150122:0800,8.36,50.04,266,654.55,80,260.85,7.16,251,99794
20150122:0900,9.88,44.82,433,727.23,118,264.72,8.64,253,99732
20150122:1000,11.4,39.6,431,301.78,268,268.58,10.13,254,99669
20150122:1100,12.91,34.38,640,853.09,130,272.45,11.61,256,99607
20150122:1200,13.57,34.48,615,723.9,179,280.18,11.3,258,99554
20150122:1300,14.23,34.58,572,773.64,144,287.92,10.98,261,99502
20150122:1400,14.89,34.68,490,944.98,61,295.65,10.66,264,99449
20150122:1500,14,36.04,198,150.98,151,294.52,8.8,268,99495
20150122:1600,13.11,37.41,82,200.09,55,293.38,6.95,273,99541
20150122:1700,12.22,38.77,0,0,0,292.25,5.09,278,99587
20150122:1800,11.28,41,0,0,0,287.28,5.42,282,99666
20150122:1900,10.35,43.24,0,0,0,282.32,5.75,285,99745
20150122:2000,9.41,45.47,0,0,0,277.35,6.08,289,99824
20150122:2100,8.83,48.43,0,0,0,272.47,6.45,290,99847
20150122:2200,8.24,51.4,0,0,0,267.58,6.82,291,99870
20150122:2300,7.66,54.36,0,0,0,262.7,7.19,292,99893
20150123:0000,7.11,57.66,0,0,0,260.55,7.16,293,99906
20150123:0100,6.57,60.95,0,0,0,258.4,7.14,294,99919
20150123:0200,6.02,64.25,0,0,0,256.25,7.12,295,99932
20150123:0300,5.6,65.23,0,0,0,253.53,7.14,293,99962
20150123:0400,5.17,66.22,0,0,0,250.82,7.16,290,99991
20150123:0500,4.75,67.2,0,0,0,248.1,7.19,288,100021
20150123:0600,5.58,62.44,0,0,0,248.8,7.4,286,100080
20150123:0700,6.41,57.68,51,85.76,42,249.5,7.61,285,100139
20150123:0800,7.24,52.92,264,618.55,87,250.2,7.82,283,100199
20150123:0900,8.6,48.38,438,741.64,115,254.13,8.19,288,100185
20150123:1000,9.95,43.83,581,871.3,108,258.07,8.57,292,100172
20150123:1100,11.3,39.29,640,838.77,136,262,8.94,296,100159
20150123:1200,12.07,38.52,686,1038.64,57,265.12,8.63,298,100093
20150123:1300,12.84,37.74,609,939.46,86,268.23,8.31,300,100028
20150123:1400,13.61,36.97,495,946.39,62,271.35,8,303,99962
20150123:1500,12.85,39.34,196,139.76,152,274.1,7.04,300,100021
20150123:1600,12.08,41.71,85,202.4,57,276.85,6.08,298,100080
20150123:1700,11.31,44.08,0,0,0,279.6,5.12,296,100139
20150123:1800,10.53,46.59,0,0,0,278.53,5.27,301,100212
20150123:1900,9.76,49.11,0,0,0,277.47,5.43,305,100284
20150123:2000,8.98,51.62,0,0,0,276.4,5.59,310,100356
20150123:2100,8.5,54.55,0,0,0,273.33,5.36,312,100360
20150123:2200,8.02,57.48,0,0,0,270.27,5.13,315,100363
20150123:2300,7.53,60.41,0,0,0,267.2,4.9,318,100366
20150124:0000,6.98,63.67,0,0,0,266.1,5,316,100333
20150124:0100,6.43,66.94,0,0,0,265,5.11,314,100300
20150124:0200,5.88,70.2,0,0,0,263.9,5.21,312,100268
20150124:0300,5.36,72.02,0,0,0,260.65,5.3,312,100291
20150124:0400,4.85,73.83,0,0,0,257.4,5.39,312,100314
20150124:0500,4.33,75.65,0,0,0,254.15,5.48,311,100337
20150124:0600,5.01,69.86,0,0,0,254.23,5.36,313,100392
20150124:0700,5.69,64.08,51,84.4,42,254.32,5.25,314,100448
20150124:0800,6.37,58.29,263,600.21,90,254.4,5.13,315,100504
20150124:0900,7.82,51.99,436,716.92,122,257.12,5.49,316,100481
20150124:1000,9.27,45.68,573,813.65,129,259.83,5.85,317,100458
20150124:1100,10.71,39.38,630,779.79,159,262.55,6.21,318,100435
20150124:1200,11.53,36.27,660,886.74,120,265.13,6.21,319,100392
20150124:1300,12.35,33.17,590,819.29,131,267.72,6.21,320,100350
20150124:1400,13.17,30.06,462,726.48,127,270.3,6.21,321,100307
20150124:1500,12.17,32.78,189,113.07,153,267.57,5.37,319,100343
20150124:1600,11.16,35.51,78,126.97,60,264.83,4.53,317,100379
20150124:1700,10.16,38.23,0,0,0,262.1,3.7,315,100416
20150124:1800,9.48,41.25,0,0,0,260.3,4.24,316,100465
20150124:1900,8.79,44.27,0,0,0,258.5,4.78,317,100514
20150124:2000,8.1,47.29,0,0,0,256.7,5.32,319,100563
20150124:2100,7.76,51.61,0,0,0,255.55,5.59,319,100567
20150124:2200,7.41,55.94,0,0,0,254.4,5.85,319,100570
20150124:2300,7.07,60.26,0,0,0,253.25,6.11,319,100573
20150125:0000,6.45,62.87,0,0,0,251.92,5.77,315,100534
20150125:0100,5.84,65.47,0,0,0,250.58,5.42,312,100494
20150125:0200,5.23,68.08,0,0,0,249.25,5.08,308,100455
20150125:0300,4.6,68.29,0,0,0,247.82,4.93,301,100445
20150125:0400,3.97,68.51,0,0,0,246.38,4.79,294,100435
20150125:0500,3.34,68.72,0,0,0,244.95,4.65,287,100425
20150125:0600,4.28,60.74,0,0,0,245.17,4.78,283,100435
20150125:0700,5.21,52.75,13,0,13,245.38,4.91,278,100445
20150125:0800,6.14,44.77,288,798.88,56,245.6,5.05,274,100455
20150125:0900,8,39.19,436,703.69,126,248.87,5.43,273,100383
20150125:1000,9.85,33.61,576,814.81,129,252.13,5.82,272,100310
20150125:1100,11.7,28.03,627,752.61,170,255.4,6.21,272,100238
20150125:1200,12.2,29.25,660,871.96,126,257.25,6.15,275,100172
20150125:1300,12.7,30.47,581,762.65,151,259.1,6.1,278,100106
20150125:1400,13.19,31.69,469,742.31,124,260.95,6.04,281,100041
20150125:1500,12.26,34.9,187,99.38,155,261.48,5.98,285,100067
20150125:1600,11.33,38.11,75,103.29,60,262.02,5.92,288,100093
20150125:1700,10.4,41.32,0,0,0,262.55,5.86,292,100120
20150125:1800,9.7,44.91,0,0,0,261.53,6.7,299,100176
20150125:1900,9.01,48.51,0,0,0,260.52,7.54,306,100231
20150125:2000,8.31,52.1,0,0,0,259.5,8.39,312,100287
20150125:2100,7.95,56.36,0,0,0,261.63,7.88,313,100300
20150125:2200,7.58,60.62,0,0,0,263.77,7.37,314,100314
20150125:2300,7.22,64.88,0,0,0,265.9,6.87,315,100327
20150126:0000,6.89,67.4,0,0,0,265.85,6.55,314,100284
20150126:0100,6.56,69.91,0,0,0,265.8,6.23,313,100241
20150126:0200,6.23,72.43,0,0,0,265.75,5.92,313,100199
20150126:0300,5.94,72.14,0,0,0,266.78,5.43,313,100228
20150126:0400,5.66,71.86,0,0,0,267.82,4.95,314,100258
20150126:0500,5.37,71.57,0,0,0,268.85,4.47,314,100287
20150126:0600,6.13,66.29,0,0,0,269.1,4.44,317,100356
20150126:0700,6.89,61.01,53,81.57,44,269.35,4.41,320,100425
20150126:0800,7.64,55.73,272,635.52,86,269.6,4.39,322,100494
20150126:0900,8.99,49.39,477,938.68,61,273.62,5.11,326,100491
20150126:1000,10.33,43.04,588,859.35,114,277.63,5.84,329,100488
20150126:1100,11.67,36.7,692,1040.13,57,281.65,6.57,333,100485
20150126:1200,12.06,35.87,671,905.96,113,288.52,6.56,331,100455
20150126:1300,12.45,35.05,522,511.04,232,295.38,6.56,330,100425
20150126:1400,12.84,34.22,354,256.16,234,302.25,6.55,328,100396
20150126:1500,12.1,36.56,186,92.13,156,303.08,6.4,326,100465
20150126:1600,11.36,38.89,82,127.78,63,303.92,6.26,323,100534
20150126:1700,10.62,41.23,0,0,0,304.75,6.11,321,100603
20150126:1800,9.78,45.16,0,0,0,293.98,6.49,323,100688
20150126:1900,8.94,49.08,0,0,0,283.22,6.87,325,100774
20150126:2000,8.1,53.01,0,0,0,272.45,7.26,327,100859
20150126:2100,7.67,56.27,0,0,0,267.82,7.07,326,100879
20150126:2200,7.23,59.53,0,0,0,263.18,6.89,325,100899
20150126:2300,6.8,62.79,0,0,0,258.55,6.7,324,100918
20150127:0000,6.49,65.43,0,0,0,257.12,6.61,326,100889
20150127:0100,6.18,68.08,0,0,0,255.68,6.52,328,100859
20150127:0200,5.88,70.72,0,0,0,254.25,6.43,331,100830
20150127:0300,5.45,72.37,0,0,0,253.07,5.93,329,100849
20150127:0400,5.03,74.03,0,0,0,251.88,5.43,327,100869
20150127:0500,4.6,75.68,0,0,0,250.7,4.94,326,100889
20150127:0600,5.46,69.52,0,0,0,251.67,4.79,323,100948
20150127:0700,6.32,63.36,55,89.03,45,252.63,4.64,321,101007
20150127:0800,7.18,57.2,266,569.43,98,253.6,4.5,319,101066
20150127:0900,8.59,51.06,426,618.97,150,258.07,4.08,322,101034
20150127:1000,9.99,44.92,543,638.25,189,262.53,3.66,324,101001
20150127:1100,11.39,38.78,617,685.84,196,267,3.24,326,100968
20150127:1200,11.79,36.8,606,621.49,221,268.68,2.99,321,100889
20150127:1300,12.19,34.82,621,913.93,99,270.37,2.74,316,100810
20150127:1400,12.58,32.84,336,203.31,240,272.05,2.5,311,100731
20150127:1500,11.45,36.48,256,324.96,149,269.28,2.46,304,100741
20150127:1600,10.33,40.12,110,354.8,56,266.52,2.42,297,100751
20150127:1700,9.2,43.76,0,0,0,263.75,2.39,291,100761
20150127:1800,8.36,46.99,0,0,0,263.3,2.75,285,100774
20150127:1900,7.52,50.23,0,0,0,262.85,3.11,278,100787
20150127:2000,6.67,53.46,0,0,0,262.4,3.48,272,100800
20150127:2100,6.44,56.25,0,0,0,261.73,3.6,273,100767
20150127:2200,6.21,59.04,0,0,0,261.07,3.73,274,100734
20150127:2300,5.99,61.83,0,0,0,260.4,3.86,275,100702
20150128:0000,5.36,63.43,0,0,0,259.52,3.9,271,100672
20150128:0100,4.74,65.03,0,0,0,258.63,3.94,267,100642
20150128:0200,4.12,66.63,0,0,0,257.75,3.99,263,100613
20150128:0300,3.88,68.19,0,0,0,257.17,4.1,266,100590
20150128:0400,3.64,69.75,0,0,0,256.58,4.21,269,100567
20150128:0500,3.4,71.31,0,0,0,256,4.32,272,100544
20150128:0600,4.73,66.25,0,0,0,257.38,4.65,275,100567
20150128:0700,6.06,61.19,41,17.48,39,258.77,4.99,279,100590
20150128:0800,7.39,56.13,208,221.86,142,260.15,5.32,283,100613
20150128:0900,9.35,51.17,471,860.23,85,265.4,5.49,288,100573
20150128:1000,11.31,46.21,593,847.99,120,270.65,5.66,292,100534
20150128:1100,13.26,41.25,652,813.26,150,275.9,5.82,297,100494
20150128:1200,13.79,39.32,677,892.3,121,277.68,6.02,303,100435
20150128:1300,14.32,37.4,600,794.92,143,279.47,6.22,309,100376
20150128:1400,14.84,35.47,484,760.6,122,281.25,6.41,315,100317
20150128:1500,13.74,38.28,201,117.13,162,279.2,5.86,316,100346
20150128:1600,12.65,41.1,90,154.12,66,277.15,5.31,318,100376
20150128:1700,11.55,43.91,0,0,0,275.1,4.76,319,100406
20150128:1800,10.69,46.62,0,0,0,273.27,4.81,322,100458
20150128:1900,9.82,49.33,0,0,0,271.43,4.87,325,100511
20150128:2000,8.95,52.04,0,0,0,269.6,4.92,327,100563
20150128:2100,8.46,55.42,0,0,0,268.57,4.71,329,100570
20150128:2200,7.97,58.8,0,0,0,267.53,4.5,330,100577
20150128:2300,7.47,62.18,0,0,0,266.5,4.29,332,100583
20150129:0000,6.85,64.43,0,0,0,265.5,4.11,327,100550
20150129:0100,6.22,66.69,0,0,0,264.5,3.92,323,100517
20150129:0200,5.59,68.94,0,0,0,263.5,3.74,319,100485
20150129:0300,4.95,72.59,0,0,0,262.05,3.6,313,100481
20150129:0400,4.3,76.24,0,0,0,260.6,3.45,307,100478
20150129:0500,3.66,79.89,0,0,0,259.15,3.31,302,100475
20150129:0600,4.88,73.65,0,0,0,260.42,2.91,301,100504
20150129:0700,6.09,67.41,59,102.93,47,261.68,2.52,301,100534
20150129:0800,7.3,61.17,283,666.61,83,262.95,2.12,301,100563
20150129:0900,9.15,55.32,463,790.5,106,268.35,2.64,292,100508
20150129:1000,11,49.48,596,848.47,120,273.75,3.16,283,100452
20150129:1100,12.84,43.63,663,844.13,139,279.15,3.68,274,100396
20150129:1200,13.53,41.01,691,941.31,101,279.45,4.02,270,100291
20150129:1300,14.22,38.39,611,826.01,133,279.75,4.35,266,100185
20150129:1400,14.9,35.77,483,735.82,130,280.05,4.69,263,100080
20150129:1500,13.76,38.51,193,92.08,162,277.42,4.29,256,100047
20150129:1600,12.61,41.24,77,69.07,66,274.78,3.88,250,100014
20150129:1700,11.47,43.98,0,0,0,272.15,3.48,244,99982
20150129:1800,10.73,46.06,0,0,0,271.42,3.63,238,99972
20150129:1900,9.99,48.13,0,0,0,270.68,3.79,232,99962
20150129:2000,9.24,50.21,0,0,0,269.95,3.94,227,99952
20150129:2100,9.18,50.42,0,0,0,269.4,5.13,227,99886
20150129:2200,9.12,50.64,0,0,0,268.85,6.32,227,99820
20150129:2300,9.06,50.85,0,0,0,268.3,7.5,227,99755
20150130:0000,8.8,50.54,0,0,0,267.28,7.46,231,99679
20150130:0100,8.55,50.22,0,0,0,266.27,7.41,235,99604
20150130:0200,8.29,49.91,0,0,0,265.25,7.37,239,99528
20150130:0300,8.12,51.02,0,0,0,264.7,7.09,244,99515
20150130:0400,7.96,52.14,0,0,0,264.15,6.81,249,99502
20150130:0500,7.79,53.25,0,0,0,263.6,6.54,253,99488
20150130:0600,9.15,49.67,0,0,0,265.78,6.62,257,99485
20150130:0700,10.51,46.08,89,437.53,37,267.97,6.69,260,99482
20150130:0800,11.86,42.5,178,109.03,145,270.15,6.77,263,99479
20150130:0900,13.89,41.76,322,200.18,231,278.98,7.25,266,99410
20150130:1000,15.92,41.01,603,864.78,115,287.82,7.73,269,99341
20150130:1100,17.95,40.27,643,743.22,179,296.65,8.21,272,99272
20150130:1200,18.84,39.04,699,959.52,94,301.87,8.18,272,99186
20150130:1300,19.73,37.81,655,1023.15,59,307.08,8.15,272,99101
20150130:1400,20.61,36.58,495,777.55,119,312.3,8.12,272,99015
20150130:1500,19.63,39.63,226,173.32,167,311.65,7.65,263,99005
20150130:1600,18.64,42.68,113,294.8,65,311,7.18,254,98995
20150130:1700,17.66,45.73,0,0,0,310.35,6.7,244,98986
20150130:1800,17.21,47.24,0,0,0,309.68,6.55,245,99018
20150130:1900,16.76,48.76,0,0,0,309.02,6.4,245,99051
20150130:2000,16.3,50.27,0,0,0,308.35,6.25,245,99084
20150130:2100,16.2,52.47,0,0,0,308.87,6.65,250,99081
20150130:2200,16.1,54.66,0,0,0,309.38,7.06,255,99078
20150130:2300,15.99,56.86,0,0,0,309.9,7.46,260,99074
20150131:0000,15.38,59.18,0,0,0,308.28,7.89,258,99018
20150131:0100,14.77,61.49,0,0,0,306.67,8.32,255,98962
20150131:0200,14.16,63.81,0,0,0,305.05,8.74,252,98907
20150131:0300,14.05,64.93,0,0,0,304.82,9.07,252,98880
20150131:0400,13.93,66.04,0,0,0,304.58,9.39,252,98854
20150131:0500,13.82,67.16,0,0,0,304.35,9.71,252,98828
20150131:0600,14.76,61.76,0,0,0,305.53,9.46,253,98844
20150131:0700,15.7,56.36,88,379.51,42,306.72,9.21,254,98861
20150131:0800,16.63,50.96,289,668.03,85,307.9,8.97,255,98877
20150131:0900,18.26,45.3,477,836.88,94,311.75,10.08,257,98834
20150131:1000,19.89,39.63,628,975.92,74,315.6,11.2,259,98792
20150131:1100,21.51,33.97,696,957.13,95,319.45,12.32,261,98749
20150131:1200,22.46,31.77,722,1049.97,56,319.37,12.62,260,98647
20150131:1300,23.4,29.57,659,1024.92,58,319.28,12.91,259,98545
20150131:1400,24.34,27.37,510,837.04,102,319.2,13.21,258,98443
20150131:1500,23.38,28.94,200,98.79,166,317.28,12.17,256,98483
20150131:1600,22.42,27.45,101,174.28,72,309.56,10.84,254,98522
20150131:1700,21.3,31.72,0,0,0,309.84,10.28,252,98561
20150131:1800,20.17,36,0,0,0,310.12,9.72,257,98653
20150131:1900,19.05,40.27,0,0,0,310.4,9.16,261,98746
20150131:2000,17.93,44.55,0,0,0,310.68,8.6,266,98838
20150131:2100,16.8,48.82,0,0,0,310.96,8.04,275,98893
20150131:2200,15.68,53.1,0,0,0,311.24,7.48,285,98949
20150131:2300,14.55,57.37,0,0,0,311.52,6.92,295,99005
20140201:0000,13.43,61.64,0,0,0,311.8,6.36,321,99682
20140201:0100,12.3,65.92,0,0,0,312.08,5.8,324,99679
20140201:0200,11.18,70.19,0,0,0,312.36,5.24,327,99676
20140201:0300,10.05,74.47,0,0,0,312.64,4.68,331,99696
20140201:0400,8.93,78.74,0,0,0,312.92,4.13,335,99715
20140201:0500,7.81,83.02,0,0,0,313.2,3.57,339,99735
20140201:0600,6.68,87.29,0,0,0,313.48,3.01,341,99794
20140201:0700,5.56,91.57,68,145.56,50,313.76,2.45,343,99853
20140201:0800,8.89,70.39,246,369.91,132,312.9,3.05,345,99913
20140201:0900,10.02,65.48,455,694.45,135,309.65,2.86,341,99890
20140201:1000,11.14,60.58,501,434.24,253,306.4,2.68,337,99867
20140201:1100,12.27,55.67,588,524.07,257,303.15,2.5,333,99844
20140201:1200,12.75,53.17,716,1002.91,76,302.83,3.23,328,99807
20140201:1300,13.23,50.67,653,975.78,77,302.52,3.96,323,99771
20140201:1400,13.71,48.17,526,911.83,78,302.2,4.69,318,99735
20140201:1500,12.58,52.22,348,790.33,73,293.43,4.5,309,99758
20140201:1600,11.45,56.28,140,529.47,50,284.67,4.3,300,99781
20140201:1700,10.31,60.33,0,0,0,275.9,4.11,290,99804
20140201:1800,9.37,62.38,0,0,0,271.68,4.06,280,99830
20140201:1900,8.43,64.42,0,0,0,267.47,4.01,269,99857
20140201:2000,7.49,66.47,0,0,0,263.25,3.96,258,99883
20140201:2100,7.48,65.89,0,0,0,261.32,4.61,254,99857
20140201:2200,7.47,65.3,0,0,0,259.38,5.26,250,99830
20140201:2300,7.46,64.72,0,0,0,257.45,5.9,245,99804
20140202:0000,7.88,63.63,0,0,0,259.33,5.84,251,99778
20140202:0100,8.3,62.55,0,0,0,261.22,5.78,256,99751
20140202:0200,8.73,61.46,0,0,0,263.1,5.72,261,99725
20140202:0300,8.64,65.7,0,0,0,266.62,5.61,267,99755
20140202:0400,8.55,69.94,0,0,0,270.13,5.5,273,99784
20140202:0500,8.46,74.18,0,0,0,273.65,5.39,279,99814
20140202:0600,9.78,71.03,0,0,0,276.93,5.66,285,99890
20140202:0700,11.1,67.88,90,372.42,43,280.22,5.93,291,99965
20140202:0800,12.43,64.73,299,713.67,77,283.5,6.19,296,100041
20140202:0900,13.71,56.29,492,894.37,77,288.17,7.39,306,100054
20140202:1000,14.99,47.85,614,868.41,115,292.83,8.59,315,100067
20140202:1100,16.27,39.41,712,1001.06,76,297.5,9.79,325,100080
20140202:1200,16.71,35.7,721,1004.64,76,298.27,10.06,326,100051
20140202:1300,17.14,32,648,923.87,99,299.03,10.34,327,100021
20140202:1400,17.58,28.29,531,914.72,78,299.8,10.61,328,99991
20140202:1500,16.21,31.9,331,642.49,105,294.63,9.68,330,100083
20140202:1600,14.85,35.52,137,449.36,59,289.47,8.76,332,100176
20140202:1700,13.48,39.13,0,0,0,284.3,7.83,334,100268
20140202:1800,12.41,42.87,0,0,0,280.7,7.16,338,100350
20140202:1900,11.33,46.61,0,0,0,277.1,6.49,343,100432
20140202:2000,10.25,50.35,0,0,0,273.5,5.82,347,100514
20140202:2100,9.48,54.49,0,0,0,269.8,5.49,350,100531
20140202:2200,8.7,58.62,0,0,0,266.1,5.16,352,100547
20140202:2300,7.93,62.76,0,0,0,262.4,4.83,354,100563
20140203:0000,7.15,66.16,0,0,0,260.05,4.43,348,100514
